City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
328,Jining,100,CN,2021-07-20 23:01:36,94,35.405,116.5814,75.74,11.95
329,Wajima,82,JP,2021-07-20 23:05:33,74,37.4,136.9,81.25,7.99
330,Colac,40,AU,2021-07-20 23:05:34,86,-38.3333,143.5833,46.83,4.43
331,Krasnopillya,80,UA,2021-07-20 23:05:34,81,50.7746,35.2597,67.57,7.05
332,Serafimovich,12,RU,2021-07-20 23:05:34,77,49.5786,42.736,70.38,5.19
333,Hauterive,2,FR,2021-07-20 23:05:35,84,46.0901,3.4459,65.16,3.44
334,Zhigalovo,98,RU,2021-07-20 23:05:35,68,54.8097,105.1578,63.59,1.63
335,Houma,40,US,2021-07-20 23:05:35,88,29.5958,-90.7195,82.4,0.0
336,Deloraine,51,AU,2021-07-20 23:05:36,82,-41.5333,146.6667,40.35,2.35
337,Hay River,47,CA,2021-07-20 23:05:36,64,60.8156,-115.7999,62.76,7.43
338,Mamallapuram,94,IN,2021-07-20 23:05:37,62,12.6264,80.1722,82.45,15.93
339,Miandrivazo,93,MG,2021-07-20 23:05:37,55,-19.5167,45.4667,75.9,0.89
340,Lerwick,26,GB,2021-07-20 23:05:38,85,60.1545,-1.1494,50.0,2.68
341,Asau,69,RO,2021-07-20 23:05:38,93,46.4333,26.4,63.95,3.13
342,Torbay,100,CA,2021-07-20 23:05:29,96,47.6666,-52.7314,70.75,12.24
343,Chanika,55,TZ,2021-07-20 23:05:39,94,-5.4167,38.0167,63.57,4.21
344,Hollins,75,US,2021-07-20 23:05:39,61,37.3413,-79.9431,84.58,5.75
345,Tarakan,73,ID,2021-07-20 23:05:40,83,3.3,117.6333,80.02,5.03
346,Sharlyk,95,RU,2021-07-20 23:05:40,78,52.9167,54.75,69.46,3.76
347,Ann Arbor,20,US,2021-07-20 23:05:41,66,42.2776,-83.7409,85.39,5.01
348,Dawei,99,MM,2021-07-20 23:05:41,94,14.0833,98.2,76.17,4.59
